,id,commence_time,home_team,away_team,Player Name,point,over price,under price
0,4a4a2472a449232216e801c0081d6aeb,2024-11-26 00:00:00+00:00,Charlotte Hornets,Orlando Magic,Franz Wagner,6.5,2.06,1.74
1,4a4a2472a449232216e801c0081d6aeb,2024-11-26 00:00:00+00:00,Charlotte Hornets,Orlando Magic,LaMelo Ball,7.5,2.22,1.6400000000000001
2,4a4a2472a449232216e801c0081d6aeb,2024-11-26 00:00:00+00:00,Charlotte Hornets,Orlando Magic,Brandon Miller,3.5,2.46,1.53
3,7756376eb4f2e1e0038fbe527931285f,2024-11-26 00:00:00+00:00,Detroit Pistons,Toronto Raptors,Jaden Ivey,5.5,2.12,1.7000000000000002
4,7756376eb4f2e1e0038fbe527931285f,2024-11-26 00:00:00+00:00,Detroit Pistons,Toronto Raptors,Jakob Poeltl,2.5,2.12,1.7000000000000002
5,7756376eb4f2e1e0038fbe527931285f,2024-11-26 00:00:00+00:00,Detroit Pistons,Toronto Raptors,Scottie Barnes,5.5,1.8,1.98
6,7756376eb4f2e1e0038fbe527931285f,2024-11-26 00:00:00+00:00,Detroit Pistons,Toronto Raptors,R.J. Barrett,4.5,1.83,1.94
7,db6b727fdd113e43ea377b627aa6b9a5,2024-11-26 00:00:00+00:00,Indiana Pacers,New Orleans Pelicans,Pascal Siakam,3.5,2.18,1.67
8,db6b727fdd113e43ea377b627aa6b9a5,2024-11-26 00:00:00+00:00,Indiana Pacers,New Orleans Pelicans,Brandon Ingram,5.5,1.77,2.02
9,db6b727fdd113e43ea377b627aa6b9a5,2024-11-26 00:00:00+00:00,Indiana Pacers,New Orleans Pelicans,Tyrese Haliburton,8.5,1.7000000000000002,2.12
10,0563c24a2934af84c792fb58df7fe593,2024-11-26 00:30:00+00:00,Atlanta Hawks,Dallas Mavericks,Trae Young,11.5,1.88,1.88
11,0563c24a2934af84c792fb58df7fe593,2024-11-26 00:30:00+00:00,Atlanta Hawks,Dallas Mavericks,Jalen Johnson,4.5,1.9300000000000002,1.85
12,0563c24a2934af84c792fb58df7fe593,2024-11-26 00:30:00+00:00,Atlanta Hawks,Dallas Mavericks,Dyson Daniels,3.5,2.42,1.54
13,0563c24a2934af84c792fb58df7fe593,2024-11-26 00:30:00+00:00,Atlanta Hawks,Dallas Mavericks,Kyrie Irving,6.5,1.8,1.98
14,640b97f9acd0a423b80942157388230e,2024-11-26 00:30:00+00:00,Boston Celtics,Los Angeles Clippers,Kevin Porter Jr.,2.5,1.6,2.3
15,640b97f9acd0a423b80942157388230e,2024-11-26 00:30:00+00:00,Boston Celtics,Los Angeles Clippers,Jayson Tatum,5.5,1.87,1.9
16,640b97f9acd0a423b80942157388230e,2024-11-26 00:30:00+00:00,Boston Celtics,Los Angeles Clippers,Jrue Holiday,3.5,1.88,1.88
17,640b97f9acd0a423b80942157388230e,2024-11-26 00:30:00+00:00,Boston Celtics,Los Angeles Clippers,James Harden,7.5,1.77,2.02
18,640b97f9acd0a423b80942157388230e,2024-11-26 00:30:00+00:00,Boston Celtics,Los Angeles Clippers,Kris Dunn,3.5,2.44,1.54
19,640b97f9acd0a423b80942157388230e,2024-11-26 00:30:00+00:00,Boston Celtics,Los Angeles Clippers,Derrick White,4.5,2.3,1.6
20,640b97f9acd0a423b80942157388230e,2024-11-26 00:30:00+00:00,Boston Celtics,Los Angeles Clippers,Jaylen Brown,3.5,1.76,2.04
21,640b97f9acd0a423b80942157388230e,2024-11-26 00:30:00+00:00,Boston Celtics,Los Angeles Clippers,Payton Pritchard,2.5,1.5899999999999999,2.32
22,6962b115d0e0a3d42ab6d7edf72a820f,2024-11-26 01:00:00+00:00,Memphis Grizzlies,Portland Trail Blazers,Shaedon Sharpe,2.5,2.18,1.67
23,6962b115d0e0a3d42ab6d7edf72a820f,2024-11-26 01:00:00+00:00,Memphis Grizzlies,Portland Trail Blazers,Anfernee Simons,5.5,2.26,1.62
24,6962b115d0e0a3d42ab6d7edf72a820f,2024-11-26 01:00:00+00:00,Memphis Grizzlies,Portland Trail Blazers,Jerami Grant,2.5,1.98,1.8
25,4548309c59e38d9bb091bde61ea421dc,2024-11-26 02:00:00+00:00,Denver Nuggets,New York Knicks,Josh Hart,5.5,1.77,2.02
26,4548309c59e38d9bb091bde61ea421dc,2024-11-26 02:00:00+00:00,Denver Nuggets,New York Knicks,Jalen Brunson,7.5,2.16,1.6800000000000002
27,4548309c59e38d9bb091bde61ea421dc,2024-11-26 02:00:00+00:00,Denver Nuggets,New York Knicks,Jamal Murray,5.5,1.78,2.0
28,4548309c59e38d9bb091bde61ea421dc,2024-11-26 02:00:00+00:00,Denver Nuggets,New York Knicks,Karl-Anthony Towns,2.5,1.72,2.08
29,4548309c59e38d9bb091bde61ea421dc,2024-11-26 02:00:00+00:00,Denver Nuggets,New York Knicks,Mikal Bridges,3.5,2.26,1.62
30,4548309c59e38d9bb091bde61ea421dc,2024-11-26 02:00:00+00:00,Denver Nuggets,New York Knicks,Nikola Jokic,10.5,2.16,1.6800000000000002
31,4548309c59e38d9bb091bde61ea421dc,2024-11-26 02:00:00+00:00,Denver Nuggets,New York Knicks,Michael Porter Jr,2.5,1.98,1.8
32,4548309c59e38d9bb091bde61ea421dc,2024-11-26 02:00:00+00:00,Denver Nuggets,New York Knicks,Russell Westbrook,5.5,1.98,1.8
33,787144f993e9c92a0ee844b8f204f702,2024-11-26 03:00:00+00:00,Golden State Warriors,Brooklyn Nets,Stephen Curry,6.5,2.14,1.6800000000000002
34,787144f993e9c92a0ee844b8f204f702,2024-11-26 03:00:00+00:00,Golden State Warriors,Brooklyn Nets,Cam Thomas,3.5,1.9300000000000002,1.85
35,787144f993e9c92a0ee844b8f204f702,2024-11-26 03:00:00+00:00,Golden State Warriors,Brooklyn Nets,Draymond Green,5.5,1.71,2.1
36,a5a334c286280111c77ec6ea1d8fc8b9,2024-11-26 03:00:00+00:00,Sacramento Kings,Oklahoma City Thunder,De'Aaron Fox,5.5,2.02,1.77
37,a5a334c286280111c77ec6ea1d8fc8b9,2024-11-26 03:00:00+00:00,Sacramento Kings,Oklahoma City Thunder,Jalen Williams,4.5,1.6800000000000002,2.16
38,a5a334c286280111c77ec6ea1d8fc8b9,2024-11-26 03:00:00+00:00,Sacramento Kings,Oklahoma City Thunder,Domantas Sabonis,6.5,2.12,1.7000000000000002
39,a5a334c286280111c77ec6ea1d8fc8b9,2024-11-26 03:00:00+00:00,Sacramento Kings,Oklahoma City Thunder,DeMar DeRozan,3.5,2.02,1.77
