,id,commence_time,home_team,away_team,Player Name,point,over price,under price
0,4a4a2472a449232216e801c0081d6aeb,2024-11-26 00:00:00+00:00,Charlotte Hornets,Orlando Magic,Franz Wagner,6.5,2.08,1.72
1,4a4a2472a449232216e801c0081d6aeb,2024-11-26 00:00:00+00:00,Charlotte Hornets,Orlando Magic,LaMelo Ball,7.5,2.22,1.6400000000000001
2,4a4a2472a449232216e801c0081d6aeb,2024-11-26 00:00:00+00:00,Charlotte Hornets,Orlando Magic,Brandon Miller,3.5,2.42,1.54
3,7756376eb4f2e1e0038fbe527931285f,2024-11-26 00:00:00+00:00,Detroit Pistons,Toronto Raptors,Jaden Ivey,4.5,1.6400000000000001,2.22
4,7756376eb4f2e1e0038fbe527931285f,2024-11-26 00:00:00+00:00,Detroit Pistons,Toronto Raptors,Davion Mitchell,4.5,2.06,1.74
5,7756376eb4f2e1e0038fbe527931285f,2024-11-26 00:00:00+00:00,Detroit Pistons,Toronto Raptors,Jakob Poeltl,2.5,2.12,1.7000000000000002
6,7756376eb4f2e1e0038fbe527931285f,2024-11-26 00:00:00+00:00,Detroit Pistons,Toronto Raptors,Scottie Barnes,5.5,1.88,1.87
7,7756376eb4f2e1e0038fbe527931285f,2024-11-26 00:00:00+00:00,Detroit Pistons,Toronto Raptors,R.J. Barrett,4.5,1.82,1.96
8,db6b727fdd113e43ea377b627aa6b9a5,2024-11-26 00:00:00+00:00,Indiana Pacers,New Orleans Pelicans,Pascal Siakam,3.5,2.18,1.67
9,db6b727fdd113e43ea377b627aa6b9a5,2024-11-26 00:00:00+00:00,Indiana Pacers,New Orleans Pelicans,Brandon Ingram,5.5,1.77,2.02
10,db6b727fdd113e43ea377b627aa6b9a5,2024-11-26 00:00:00+00:00,Indiana Pacers,New Orleans Pelicans,Tyrese Haliburton,8.5,1.7000000000000002,2.12
11,0563c24a2934af84c792fb58df7fe593,2024-11-26 00:30:00+00:00,Atlanta Hawks,Dallas Mavericks,Trae Young,11.5,1.87,1.9
12,0563c24a2934af84c792fb58df7fe593,2024-11-26 00:30:00+00:00,Atlanta Hawks,Dallas Mavericks,Jalen Johnson,4.5,1.9300000000000002,1.85
13,0563c24a2934af84c792fb58df7fe593,2024-11-26 00:30:00+00:00,Atlanta Hawks,Dallas Mavericks,Dyson Daniels,3.5,2.42,1.54
14,0563c24a2934af84c792fb58df7fe593,2024-11-26 00:30:00+00:00,Atlanta Hawks,Dallas Mavericks,Kyrie Irving,6.5,1.8,1.98
15,640b97f9acd0a423b80942157388230e,2024-11-26 00:30:00+00:00,Boston Celtics,Los Angeles Clippers,Kevin Porter Jr.,2.5,1.6,2.3
16,640b97f9acd0a423b80942157388230e,2024-11-26 00:30:00+00:00,Boston Celtics,Los Angeles Clippers,Jayson Tatum,5.5,1.87,1.9
